期号,日期,号码
2007029,2007-01-29,575
2007028,2007-01-28,748
2007027,2007-01-27,790
2007026,2007-01-26,344
2007025,2007-01-25,392
2007024,2007-01-24,296
2007023,2007-01-23,581
2007022,2007-01-22,305
2007021,2007-01-21,577
2007020,2007-01-20,481
2007019,2007-01-19,652
2007018,2007-01-18,529
2007017,2007-01-17,956
2007016,2007-01-16,441
2007015,2007-01-15,916
2007014,2007-01-14,814
2007013,2007-01-13,550
2007012,2007-01-12,035
2007011,2007-01-11,193
2007010,2007-01-10,735
2007009,2007-01-09,504
2007008,2007-01-08,558
2007007,2007-01-07,459
2007006,2007-01-06,255
2007005,2007-01-05,736
2007004,2007-01-04,313
2007003,2007-01-03,733
2007002,2007-01-02,484
2007001,2007-01-01,019
2006357,2006-12-31,015
2006356,2006-12-30,623
2006355,2006-12-29,827
2006354,2006-12-28,283
2006353,2006-12-27,503
2006352,2006-12-26,939
2006351,2006-12-25,509
2006350,2006-12-24,802
2006349,2006-12-23,415
2006348,2006-12-22,644
2006347,2006-12-21,569
2006346,2006-12-20,760
2006345,2006-12-19,676
2006344,2006-12-18,948
2006343,2006-12-17,539
2006342,2006-12-16,695
2006341,2006-12-15,047
2006340,2006-12-14,790
2006339,2006-12-13,638
2006338,2006-12-12,447
2006337,2006-12-11,900
2006336,2006-12-10,460
2006335,2006-12-09,977
2006334,2006-12-08,182
2006333,2006-12-07,173
2006332,2006-12-06,365
2006331,2006-12-05,140
2006330,2006-12-04,455
2006329,2006-12-03,863
2006328,2006-12-02,960
2006327,2006-12-01,683
2006326,2006-11-30,189
2006325,2006-11-29,039
2006324,2006-11-28,147
2006323,2006-11-27,019
2006322,2006-11-26,959
2006321,2006-11-25,641
2006320,2006-11-24,904
2006319,2006-11-23,164
2006318,2006-11-22,503
2006317,2006-11-21,300
2006316,2006-11-20,851
2006315,2006-11-19,064
2006314,2006-11-18,783
2006313,2006-11-17,300
2006312,2006-11-16,689
2006311,2006-11-15,242
2006310,2006-11-14,958
2006309,2006-11-13,807
2006308,2006-11-12,175
2006307,2006-11-11,640
2006306,2006-11-10,417
2006305,2006-11-09,041
2006304,2006-11-08,517
2006303,2006-11-07,677
2006302,2006-11-06,237
2006301,2006-11-05,865
2006300,2006-11-04,846
2006299,2006-11-03,736
2006298,2006-11-02,363
2006297,2006-11-01,308
2006296,2006-10-31,519
2006295,2006-10-30,219
2006294,2006-10-29,152
2006293,2006-10-28,452
2006292,2006-10-27,566
2006291,2006-10-26,671
2006290,2006-10-25,918
2006289,2006-10-24,244
2006288,2006-10-23,316
2006287,2006-10-22,791
2006286,2006-10-21,921
2006285,2006-10-20,342
2006284,2006-10-19,160
2006283,2006-10-18,131
2006282,2006-10-17,043
2006281,2006-10-16,981
2006280,2006-10-15,050
2006279,2006-10-14,146
2006278,2006-10-13,793
2006277,2006-10-12,992
2006276,2006-10-11,935
2006275,2006-10-10,576
2006274,2006-10-09,426
2006273,2006-10-08,849
2006272,2006-10-07,857
2006271,2006-10-06,492
2006270,2006-10-05,083
2006269,2006-10-04,537
2006268,2006-10-03,440
2006267,2006-10-02,691
2006266,2006-10-01,973
2006265,2006-09-30,143
2006264,2006-09-29,520
2006263,2006-09-28,541
2006262,2006-09-27,457
2006261,2006-09-26,473
2006260,2006-09-25,241
2006259,2006-09-24,110
2006258,2006-09-23,158
2006257,2006-09-22,184
2006256,2006-09-21,266
2006255,2006-09-20,501
2006254,2006-09-19,023
2006253,2006-09-18,310
2006252,2006-09-17,068
2006251,2006-09-16,474
2006250,2006-09-15,411
2006249,2006-09-14,448
2006248,2006-09-13,998
2006247,2006-09-12,523
2006246,2006-09-11,410
2006245,2006-09-10,568
2006244,2006-09-09,076
2006243,2006-09-08,435
2006242,2006-09-07,433
2006241,2006-09-06,321
2006240,2006-09-05,072
2006239,2006-09-04,874
2006238,2006-09-03,165
2006237,2006-09-02,683
2006236,2006-09-01,251
2006235,2006-08-31,315
2006234,2006-08-30,666
2006233,2006-08-29,994
2006232,2006-08-28,727
2006231,2006-08-27,645
2006230,2006-08-26,279
2006229,2006-08-25,772
2006228,2006-08-24,559
2006227,2006-08-23,850
2006226,2006-08-22,685
2006225,2006-08-21,340
2006224,2006-08-20,039
2006223,2006-08-19,748
2006222,2006-08-18,718
2006221,2006-08-17,479
2006220,2006-08-16,253
2006219,2006-08-15,790
2006218,2006-08-14,440
2006217,2006-08-13,795
2006216,2006-08-12,334
2006215,2006-08-11,663
2006214,2006-08-10,666
2006213,2006-08-09,126
2006212,2006-08-08,683
2006211,2006-08-07,330
2006210,2006-08-06,085
2006209,2006-08-05,450
2006208,2006-08-04,138
2006207,2006-08-03,377
2006206,2006-08-02,557
2006205,2006-08-01,601
2006204,2006-07-31,820
2006203,2006-07-30,539
2006202,2006-07-29,842
2006201,2006-07-28,982
2006200,2006-07-27,673
2006199,2006-07-26,241
2006198,2006-07-25,001
2006197,2006-07-24,870
2006196,2006-07-23,328
2006195,2006-07-22,995
2006194,2006-07-21,510
2006193,2006-07-20,751
2006192,2006-07-19,211
2006191,2006-07-18,589
2006190,2006-07-17,453
2006189,2006-07-16,404
2006188,2006-07-15,363
2006187,2006-07-14,410
2006186,2006-07-13,215
2006185,2006-07-12,596
2006184,2006-07-11,608
2006183,2006-07-10,553
2006182,2006-07-09,949
2006181,2006-07-08,708
2006180,2006-07-07,207
2006179,2006-07-06,692
2006178,2006-07-05,577
2006177,2006-07-04,867
2006176,2006-07-03,361
2006175,2006-07-02,083
2006174,2006-07-01,357
2006173,2006-06-30,900
2006172,2006-06-29,050
2006171,2006-06-28,114
2006170,2006-06-27,407
2006169,2006-06-26,690
2006168,2006-06-25,519
2006167,2006-06-24,095
2006166,2006-06-23,426
2006165,2006-06-22,127
2006164,2006-06-21,132
2006163,2006-06-20,368
2006162,2006-06-19,348
2006161,2006-06-18,075
2006160,2006-06-17,803
2006159,2006-06-16,072
2006158,2006-06-15,275
2006157,2006-06-14,892
2006156,2006-06-13,134
2006155,2006-06-12,031
2006154,2006-06-11,960
2006153,2006-06-10,014
2006152,2006-06-09,377
2006151,2006-06-08,209
2006150,2006-06-07,848
2006149,2006-06-06,286
2006148,2006-06-05,654
2006147,2006-06-04,195
2006146,2006-06-03,364
2006145,2006-06-02,384
2006144,2006-06-01,626
2006143,2006-05-31,582
2006142,2006-05-30,435
2006141,2006-05-29,688
2006140,2006-05-28,363
2006139,2006-05-27,462
2006138,2006-05-26,128
2006137,2006-05-25,351
2006136,2006-05-24,141
2006135,2006-05-23,171
2006134,2006-05-22,292
2006133,2006-05-21,015
2006132,2006-05-20,714
2006131,2006-05-19,999
2006130,2006-05-18,036
2006129,2006-05-17,880
2006128,2006-05-16,858
2006127,2006-05-15,931
2006126,2006-05-14,133
2006125,2006-05-13,711
2006124,2006-05-12,812
2006123,2006-05-11,084
2006122,2006-05-10,940
2006121,2006-05-09,217
2006120,2006-05-08,166
2006119,2006-05-07,454
2006118,2006-05-06,355
2006117,2006-05-05,332
2006116,2006-05-04,052
2006115,2006-05-03,442
2006114,2006-05-02,913
2006113,2006-05-01,086
2006112,2006-04-30,440
2006111,2006-04-29,594
2006110,2006-04-28,724
2006109,2006-04-27,860
2006108,2006-04-26,008
2006107,2006-04-25,086
2006106,2006-04-24,478
2006105,2006-04-23,883
2006104,2006-04-22,923
2006103,2006-04-21,455
2006102,2006-04-20,040
2006101,2006-04-19,708
2006100,2006-04-18,661
2006099,2006-04-17,596
2006098,2006-04-16,203
2006097,2006-04-15,823
2006096,2006-04-14,149
2006095,2006-04-13,237
2006094,2006-04-12,304
2006093,2006-04-11,605
2006092,2006-04-10,175
2006091,2006-04-09,101
2006090,2006-04-08,467
2006089,2006-04-07,910
2006088,2006-04-06,960
2006087,2006-04-05,160
2006086,2006-04-04,756
2006085,2006-04-03,294
2006084,2006-04-02,737
2006083,2006-04-01,761
2006082,2006-03-31,967
2006081,2006-03-30,976
2006080,2006-03-29,802
2006079,2006-03-28,403
2006078,2006-03-27,321
2006077,2006-03-26,715
2006076,2006-03-25,401
2006075,2006-03-24,274
2006074,2006-03-23,306
2006073,2006-03-22,731
2006072,2006-03-21,419
2006071,2006-03-20,130
2006070,2006-03-19,929
2006069,2006-03-18,396
2006068,2006-03-17,490
2006067,2006-03-16,305
2006066,2006-03-15,277
2006065,2006-03-14,542
2006064,2006-03-13,936
2006063,2006-03-12,817
2006062,2006-03-11,708
2006061,2006-03-10,309
2006060,2006-03-09,985
2006059,2006-03-08,052
2006058,2006-03-07,128
2006057,2006-03-06,666
2006056,2006-03-05,777
2006055,2006-03-04,576
2006054,2006-03-03,835
2006053,2006-03-02,306
2006052,2006-03-01,771
2006051,2006-02-28,225
2006050,2006-02-27,153
2006049,2006-02-26,566
2006048,2006-02-25,138
2006047,2006-02-24,469
2006046,2006-02-23,021
2006045,2006-02-22,846
2006044,2006-02-21,069
2006043,2006-02-20,116
2006042,2006-02-19,710
2006041,2006-02-18,594
2006040,2006-02-17,463
2006039,2006-02-16,446
2006038,2006-02-15,715
2006037,2006-02-14,697
2006036,2006-02-13,891
2006035,2006-02-12,848
2006034,2006-02-11,314
2006033,2006-02-10,667
2006032,2006-02-09,930
2006031,2006-02-08,409
2006030,2006-02-07,964
2006029,2006-02-06,403
2006028,2006-02-05,028
2006027,2006-01-27,460
2006026,2006-01-26,497
2006025,2006-01-25,141
2006024,2006-01-24,686
2006023,2006-01-23,515
2006022,2006-01-22,900
2006021,2006-01-21,051
2006020,2006-01-20,661
2006019,2006-01-19,497
2006018,2006-01-18,884
2006017,2006-01-17,878
2006016,2006-01-16,481
2006015,2006-01-15,800
2006014,2006-01-14,400
2006013,2006-01-13,848
2006012,2006-01-12,098
2006011,2006-01-11,634
2006010,2006-01-10,624
2006009,2006-01-09,349
2006008,2006-01-08,179
2006007,2006-01-07,746
2006006,2006-01-06,713
2006005,2006-01-05,877
2006004,2006-01-04,614
2006003,2006-01-03,229
2006002,2006-01-02,110
2006001,2006-01-01,160
2005358,2005-12-31,842
2005357,2005-12-30,429
2005356,2005-12-29,681
2005355,2005-12-28,468
2005354,2005-12-27,726
2005353,2005-12-26,536
2005352,2005-12-25,540
2005351,2005-12-24,173
2005350,2005-12-23,969
2005349,2005-12-22,014
2005348,2005-12-21,038
2005347,2005-12-20,272
2005346,2005-12-19,139
2005345,2005-12-18,924
2005344,2005-12-17,381
2005343,2005-12-16,895
2005342,2005-12-15,864
2005341,2005-12-14,467
2005340,2005-12-13,998
2005339,2005-12-12,437
2005338,2005-12-11,493
2005337,2005-12-10,539
2005336,2005-12-09,248
2005335,2005-12-08,218
2005334,2005-12-07,827
2005333,2005-12-06,540
2005332,2005-12-05,208
2005331,2005-12-04,176
2005330,2005-12-03,905
2005329,2005-12-02,900
2005328,2005-12-01,009
2005327,2005-11-30,097
2005326,2005-11-29,874
2005325,2005-11-28,212
2005324,2005-11-27,139
2005323,2005-11-26,162
2005322,2005-11-25,583
2005321,2005-11-24,024
2005320,2005-11-23,922
2005319,2005-11-22,369
2005318,2005-11-21,793
2005317,2005-11-20,851
2005316,2005-11-19,272
2005315,2005-11-18,198
2005314,2005-11-17,705
2005313,2005-11-16,789
2005312,2005-11-15,313
2005311,2005-11-14,809
2005310,2005-11-13,288
2005309,2005-11-12,699
2005308,2005-11-11,868
2005307,2005-11-10,598
2005306,2005-11-09,550
2005305,2005-11-08,806
2005304,2005-11-07,332
2005303,2005-11-06,540
2005302,2005-11-05,456
2005301,2005-11-04,650
2005300,2005-11-03,895
2005299,2005-11-02,138
2005298,2005-11-01,713
2005297,2005-10-31,753
2005296,2005-10-30,531
2005295,2005-10-29,914
2005294,2005-10-28,833
2005293,2005-10-27,455
2005292,2005-10-26,428
2005291,2005-10-25,227
2005290,2005-10-24,823
2005289,2005-10-23,028
2005288,2005-10-22,185
2005287,2005-10-21,335
2005286,2005-10-20,516
2005285,2005-10-19,478
2005284,2005-10-18,220
2005283,2005-10-17,214
2005282,2005-10-16,271
2005281,2005-10-15,762
2005280,2005-10-14,041
2005279,2005-10-13,714
2005278,2005-10-12,149
2005277,2005-10-11,059
2005276,2005-10-10,783
2005275,2005-10-09,925
2005274,2005-10-08,262
2005273,2005-10-07,209
2005272,2005-10-06,290
2005271,2005-10-05,528
2005270,2005-10-04,396
2005269,2005-10-03,940
2005268,2005-10-02,927
2005267,2005-10-01,316
2005266,2005-09-30,952
2005265,2005-09-29,336
2005264,2005-09-28,393
2005263,2005-09-27,617
2005262,2005-09-26,203
2005261,2005-09-25,542
2005260,2005-09-24,158
2005259,2005-09-23,348
2005258,2005-09-22,894
2005257,2005-09-21,285
2005256,2005-09-20,751
2005255,2005-09-19,041
2005254,2005-09-18,425
2005253,2005-09-17,163
2005252,2005-09-16,557
2005251,2005-09-15,506
2005250,2005-09-14,434
2005249,2005-09-13,692
2005248,2005-09-12,900
2005247,2005-09-11,574
2005246,2005-09-10,519
2005245,2005-09-09,977
2005244,2005-09-08,331
2005243,2005-09-07,103
2005242,2005-09-06,592
2005241,2005-09-05,126
2005240,2005-09-04,871
2005239,2005-09-03,901
2005238,2005-09-02,018
2005237,2005-09-01,767
2005236,2005-08-31,495
2005235,2005-08-30,134
2005234,2005-08-29,890
2005233,2005-08-28,933
2005232,2005-08-27,175
2005231,2005-08-26,630
2005230,2005-08-25,483
2005229,2005-08-24,139
2005228,2005-08-23,209
2005227,2005-08-22,455
2005226,2005-08-21,603
2005225,2005-08-20,260
2005224,2005-08-19,794
2005223,2005-08-18,807
2005222,2005-08-17,788
2005221,2005-08-16,989
2005220,2005-08-15,158
2005219,2005-08-14,013
2005218,2005-08-13,892
2005217,2005-08-12,964
2005216,2005-08-11,951
2005215,2005-08-10,002
2005214,2005-08-09,961
2005213,2005-08-08,424
2005212,2005-08-07,994
2005211,2005-08-06,404
2005210,2005-08-05,074
2005209,2005-08-04,166
2005208,2005-08-03,598
2005207,2005-08-02,129
2005206,2005-08-01,859
2005205,2005-07-31,164
2005204,2005-07-30,073
2005203,2005-07-29,877
2005202,2005-07-28,612
2005201,2005-07-27,380
2005200,2005-07-26,667
2005199,2005-07-25,214
2005198,2005-07-24,328
2005197,2005-07-23,734
2005196,2005-07-22,654
2005195,2005-07-21,830
2005194,2005-07-20,842
2005193,2005-07-19,710
2005192,2005-07-18,353
2005191,2005-07-17,798
2005190,2005-07-16,322
2005189,2005-07-15,927
2005188,2005-07-14,818
2005187,2005-07-13,332
2005186,2005-07-12,756
2005185,2005-07-11,810
2005184,2005-07-10,918
2005183,2005-07-09,153
2005182,2005-07-08,433
2005181,2005-07-07,073
2005180,2005-07-06,268
2005179,2005-07-05,123
2005178,2005-07-04,075
2005177,2005-07-03,251
2005176,2005-07-02,517
2005175,2005-07-01,813
2005174,2005-06-30,609
2005173,2005-06-29,791
2005172,2005-06-28,370
2005171,2005-06-27,558
2005170,2005-06-26,214
2005169,2005-06-25,238
2005168,2005-06-24,664
2005167,2005-06-23,300
2005166,2005-06-22,775
2005165,2005-06-21,249
2005164,2005-06-20,361
2005163,2005-06-19,586
2005162,2005-06-18,516
2005161,2005-06-17,488
2005160,2005-06-16,791
2005159,2005-06-15,996
2005158,2005-06-14,060
2005157,2005-06-13,590
2005156,2005-06-12,430
2005155,2005-06-11,749
2005154,2005-06-10,319
2005153,2005-06-09,369
2005152,2005-06-08,949
2005151,2005-06-07,312
2005150,2005-06-06,950
2005149,2005-06-05,774
2005148,2005-06-04,168
2005147,2005-06-03,965
2005146,2005-06-02,477
2005145,2005-06-01,943
2005144,2005-05-31,494
2005143,2005-05-30,105
2005142,2005-05-29,306
2005141,2005-05-28,663
2005140,2005-05-27,572
2005139,2005-05-26,667
2005138,2005-05-25,167
2005137,2005-05-24,052
2005136,2005-05-23,489
2005135,2005-05-22,936
2005134,2005-05-21,899
2005133,2005-05-20,964
2005132,2005-05-19,180
2005131,2005-05-18,796
2005130,2005-05-17,131
2005129,2005-05-16,573
2005128,2005-05-15,596
2005127,2005-05-14,482
2005126,2005-05-13,594
2005125,2005-05-12,005
2005124,2005-05-11,333
2005123,2005-05-10,034
2005122,2005-05-09,275
2005121,2005-05-08,053
2005120,2005-05-07,502
2005119,2005-05-06,102
2005118,2005-05-05,916
2005117,2005-05-04,130
2005116,2005-05-03,830
2005115,2005-05-02,880
2005114,2005-05-01,367
2005113,2005-04-30,380
2005112,2005-04-29,529
2005111,2005-04-28,079
2005110,2005-04-27,851
2005109,2005-04-26,630
2005108,2005-04-25,203
2005107,2005-04-24,609
2005106,2005-04-23,669
2005105,2005-04-22,240
2005104,2005-04-21,869
2005103,2005-04-20,045
2005102,2005-04-19,671
2005101,2005-04-18,307
2005100,2005-04-17,549
2005099,2005-04-16,422
2005098,2005-04-15,063
2005097,2005-04-14,665
2005096,2005-04-13,606
2005095,2005-04-12,022
2005094,2005-04-11,171
2005093,2005-04-10,660
2005092,2005-04-09,816
2005091,2005-04-08,115
2005090,2005-04-07,217
2005089,2005-04-06,885
2005088,2005-04-05,571
2005087,2005-04-04,157
2005086,2005-04-03,228
2005085,2005-04-02,416
2005084,2005-04-01,880
2005083,2005-03-31,666
2005082,2005-03-30,212
2005081,2005-03-29,808
2005080,2005-03-28,553
2005079,2005-03-27,295
2005078,2005-03-26,969
2005077,2005-03-25,944
2005076,2005-03-24,053
2005075,2005-03-23,144
2005074,2005-03-22,058
2005073,2005-03-21,458
2005072,2005-03-20,595
2005071,2005-03-19,555
2005070,2005-03-18,854
2005069,2005-03-17,169
2005068,2005-03-16,958
2005067,2005-03-15,875
2005066,2005-03-14,787
2005065,2005-03-13,467
2005064,2005-03-12,600
2005063,2005-03-11,959
2005062,2005-03-10,311
2005061,2005-03-09,245
2005060,2005-03-08,717
2005059,2005-03-07,542
2005058,2005-03-06,195
2005057,2005-03-05,081
2005056,2005-03-04,257
2005055,2005-03-03,058
2005054,2005-03-02,307
2005053,2005-03-01,142
2005052,2005-02-28,493
2005051,2005-02-27,830
2005050,2005-02-26,272
2005049,2005-02-25,784
2005048,2005-02-24,005
2005047,2005-02-23,710
2005046,2005-02-22,488
2005045,2005-02-21,028
2005044,2005-02-20,934
2005043,2005-02-19,942
2005042,2005-02-18,466
2005041,2005-02-17,700
2005040,2005-02-16,723
2005039,2005-02-08,086
2005038,2005-02-07,631
2005037,2005-02-06,074
2005036,2005-02-05,275
2005035,2005-02-04,599
2005034,2005-02-03,151
2005033,2005-02-02,881
2005032,2005-02-01,853
2005031,2005-01-31,699
2005030,2005-01-30,827
2005029,2005-01-29,717
2005028,2005-01-28,389
2005027,2005-01-27,925
2005026,2005-01-26,339
2005025,2005-01-25,985
2005024,2005-01-24,271
2005023,2005-01-23,405
2005022,2005-01-22,313
2005021,2005-01-21,075
2005020,2005-01-20,766
2005019,2005-01-19,803
2005018,2005-01-18,715
2005017,2005-01-17,802
2005016,2005-01-16,107
2005015,2005-01-15,438
2005014,2005-01-14,053
2005013,2005-01-13,850
2005012,2005-01-12,854
2005011,2005-01-11,740
2005010,2005-01-10,658
2005009,2005-01-09,707
2005008,2005-01-08,003
2005007,2005-01-07,319
2005006,2005-01-06,864
2005005,2005-01-05,568
2005004,2005-01-04,052
2005003,2005-01-03,928
2005002,2005-01-02,043
2005001,2005-01-01,019
2004075,2004-12-31,321
2004074,2004-12-30,605
2004073,2004-12-29,229
2004072,2004-12-28,397
2004071,2004-12-27,107
2004070,2004-12-26,619
2004069,2004-12-25,519
2004068,2004-12-24,187
2004067,2004-12-23,419
2004066,2004-12-22,787
2004065,2004-12-21,472
2004064,2004-12-20,263
2004063,2004-12-19,357
2004062,2004-12-18,649
2004061,2004-12-17,651
2004060,2004-12-16,369
2004059,2004-12-15,229
2004058,2004-12-14,722
2004057,2004-12-13,774
2004056,2004-12-12,409
2004055,2004-12-11,378
2004054,2004-12-10,008
2004053,2004-12-09,487
2004052,2004-12-08,167
2004051,2004-12-07,066
2004050,2004-12-06,933
2004049,2004-12-05,798
2004048,2004-12-04,284
2004047,2004-12-03,731
2004046,2004-12-02,821
2004045,2004-12-01,927
2004044,2004-11-30,092
2004043,2004-11-29,227
2004042,2004-11-28,303
2004041,2004-11-27,935
2004040,2004-11-26,836
2004039,2004-11-25,339
2004038,2004-11-24,631
2004037,2004-11-23,828
2004036,2004-11-22,424
2004035,2004-11-21,911
2004034,2004-11-20,253
2004033,2004-11-19,992
2004032,2004-11-18,151
2004031,2004-11-17,800
2004030,2004-11-16,205
2004029,2004-11-15,485
2004028,2004-11-14,801
2004027,2004-11-13,798
2004026,2004-11-12,247
2004025,2004-11-11,152
2004024,2004-11-10,287
2004023,2004-11-09,936
2004022,2004-11-08,086
2004021,2004-11-07,270
